0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0006 0000 0000 0000 / 0006 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0034 0000 0000 0000 / 
0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0006 0000 0000 0000 / 0006 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 2001 0000 0000 0000 / 0000 0000 0000 0000 / 2001 0000 0000 0000 / 0034 0000 0000 0000 / 
0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0006 0000 0000 0000 / 0006 0000 0000 0000 / 0006 0000 0000 0000 / 0006 0000 0000 0000 / 0008 0000 0000 0000 / 0008 0000 0000 0000 / 0008 0000 0000 0000 / 0008 0000 0000 0000 / 0034 0000 0000 0000 / 
0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0020 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0011 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
